tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
55493,IND,USA,2015,,12,X,0,N/A,APG-78 Longbow,GR,Combat heli radar,L,,,,India,United States,N,3,36,0
36332,IND,USA,2006,,1,,2007,N/A,Austin,SH,AALS,L,1,,2007,India,United States,S,53.304,53.304,53.304
39659,IND,USA,2008,,6,,2011,OFFS,C-130J-30 Hercules,AC,Transport aircraft,L,6,,2010-2011,India,United States,N,37.5,225,225
50844,IND,USA,2013,,6,,0,LIC,C-130J-30 Hercules,AC,Transport aircraft,L,,,,India,United States,N,37.5,225,0
57695,IND,USA,2015,X,1,,0,N/A,C-130J-30 Hercules,AC,Transport aircraft,L,,,,India,United States,N,37.5,37.5,0
50869,IND,USA,2011,,10,,2014,OFFS,C-17A Globemaster-3,AC,Heavy transport ac,L,10,,2013-2014,India,United States,N,140,1400,1400
50572,IND,USA,2010,,512,,0,N/A,CBU-97 SFW,MI,Guided bomb,L,450,X,2013-2015,India,United States,N,0.15,76.8,67.5
39804,IND,USA,2015,,15,,0,N/A,CH-47F Chinook,AC,Transport helicopter,L,,,,India,United States,N,20,300,0
36733,IND,USA,2014,X,270,X,0,LIC,F-125,EN,Turbofan,L,,,,India,United States,N,1,270,0
34900,IND,USA,2004,,17,,0,N/A,F404,EN,Turbofan,L,5,X,2015,India,United States,N,2.2,37.4,11
36095,IND,USA,2007,,24,X,0,N/A,F404,EN,Turbofan,L,,,,India,United States,N,2.2,52.8,0
37205,IND,USA,2012,X,99,,0,ASS,F414,EN,Turbofan,L,,,,India,United States,N,2.5,247.5,0
55492,IND,USA,2013,X,245,X,0,N/A,FIM-92 Stinger,MI,Portable SAM,L,,,,India,United States,N,0.08,19.6,0
35043,IND,USA,1999,X,6,,2012,N/A,LM-2500,EN,Gas turbine,L,6,,2010-2012,India,United States,N,7,42,42
35253,IND,USA,2003,X,4,,0,N/A,LM-2500,EN,Gas turbine,L,,,,India,United States,N,7,28,0
53562,IND,USA,2011,X,32,X,2015,N/A,Mk-54 MAKO,MI,ASW torpedo,L,32,X,2013-2015,India,United States,N,0.5,16,16
31164,IND,USA,2009,,8,,2015,LIC,P-8A Poseidon,AC,ASW aircraft,L,8,,2012-2015,India,United States,N,125,1000,1000
52398,IND,USA,2015,X,4,,0,LIC,P-8A Poseidon,AC,ASW aircraft,L,,,,India,United States,N,125,500,0
50379,IND,USA,2012,X,0,,0,N/A,Paveway,MI,Guided bomb,L,,,,India,United States,N,0.02,0,0
50542,IND,USA,2010,,20,X,2013,N/A,RGM-84L Harpoon-2,MI,Anti-ship MI/SSM,L,20,X,2013,India,United States,N,1.1,22,22
52855,IND,USA,2012,,21,X,2014,N/A,RGM-84L Harpoon-2,MI,Anti-ship MI/SSM,L,21,,2014,India,United States,N,1.1,23.1,23.1
55007,IND,USA,2015,X,12,X,0,N/A,RGM-84L Harpoon-2,MI,Anti-ship MI/SSM,L,,,,India,United States,N,1.1,13.2,0
39232,IND,USA,2006,,6,,2007,N/A,S-61/H-3A Sea King,AC,Transport helicopter,L,6,X,2007,India,United States,S,2.4,14.4,14.4
53180,IND,USA,2014,X,16,,0,N/A,S-70/UH-60L,AC,Helicopter,L,,,,India,United States,N,7.25,116,0
55494,IND,USA,2013,X,6,X,0,N/A,T-700,EN,Turboshaft,L,,,,India,United States,N,0.9,5.4,0
37744,IND,USA,1983,,112,X,2011,N/A,TPE-331,EN,Turboprop,L,112,X,1986-2011,India,United States,N,0.6,67.2,67.2
55038,IND,USA,2012,X,28,X,0,N/A,TPE-331,EN,Turboprop,L,24,X,2013-2015,India,United States,N,0.6,16.8,14.4
27331,IND,USA,2002,,8,,2006,N/A,TPQ-37 Firefinder,GR,Arty locating radar,L,8,,2006,India,United States,N,8,64,64
33534,IND,USA,2003,,4,,2007,N/A,TPQ-37 Firefinder,GR,Arty locating radar,L,4,,2006-2007,India,United States,N,8,32,32
58128,INS,USA,2014,,140,X,0,N/A,AGM-114K HELLFIRE,MI,Anti-tank missile,L,,,,Indonesia,United States,N,0.05,7,0
54209,INS,USA,2014,X,8,,0,N/A,AH-64D Apache,AC,Combat helicopter,L,,,,Indonesia,United States,N,14,112,0
31116,INS,USA,1996,,16,,2007,N/A,APG-66,GR,Combat ac radar,L,16,X,1999-2007,Indonesia,United States,N,1.5,24,24
58130,INS,USA,2012,X,4,X,0,N/A,APG-78 Longbow,GR,Combat heli radar,L,,,,Indonesia,United States,N,3,12,0
57580,INS,USA,2013,X,2,,2014,N/A,APS-143(V),GR,MP aircraft radar,L,2,,2014,Indonesia,United States,N,2.5,5,5
59544,INS,USA,2014,X,2,X,2015,N/A,Baron,AC,Light transport ac.,L,2,,2015,Indonesia,United States,N,0.7,1.4,1.4
51295,INS,USA,2010,,25,X,2014,ASS,Bell-412,AC,Helicopter,L,25,X,2012-2014,Indonesia,United States,N,5,125,125
57197,INS,USA,2013,,4,,2013,N/A,Bonanza,AC,Light aircraft,L,4,,2013,Indonesia,United States,N,0.24,0.96,0.96
58797,INS,USA,2014,,4,,2015,N/A,Bonanza,AC,Light aircraft,L,4,,2015,Indonesia,United States,N,0.24,0.96,0.96
58798,INS,USA,2015,X,4,,0,N/A,Bonanza,AC,Light aircraft,L,,,,Indonesia,United States,N,0.24,0.96,0
58064,INS,USA,2013,,3,,2014,N/A,Caterpillar-3126,EN,Diesel engine,L,3,,2014,Indonesia,United States,N,0.05,0.15,0.15
36361,INS,USA,2006,X,8,,2008,N/A,Caterpillar-3616,EN,Diesel engine,L,8,,2007-2008,Indonesia,United States,N,2.5,20,20
55748,INS,USA,2010,X,2,X,2011,N/A,Cessna-180 Skywagon,AC,Light aircraft,L,2,,2011,Indonesia,United States,N,0.18,0.36,0.36
37756,INS,USA,1990,X,76,X,0,N/A,CT7,EN,Turboprop,L,52,X,1993-2014,Indonesia,United States,N,0.9,68.4,46.8
55898,INS,USA,2011,X,4,,2015,N/A,F100,EN,Turbofan,L,4,X,2014-2015,Indonesia,United States,S,1.3,5.2,5.2
52046,INS,USA,2012,,24,,2015,AID,F-16C,AC,FGA aircraft,L,24,X,2014-2015,Indonesia,United States,R,18.81,451.44,451.44
53231,INS,USA,2011,,16,X,2014,N/A,F404,EN,Turbofan,L,16,X,2013-2014,Indonesia,United States,N,2.2,35.2,35.2
32993,INS,USA,1996,X,1,,2006,N/A,F-5E Tiger-2,AC,FGA aircraft,L,1,,2006,Indonesia,United States,S,4,4,4
56743,INS,USA,2013,,180,X,2015,N/A,FGM-148 Javelin,MI,Anti-tank missile,L,180,X,2014-2015,Indonesia,United States,N,0.02,3.6,3.6
58030,INS,USA,2014,,11,,0,N/A,HELRAS,GR,ASW sonar,L,,,,Indonesia,United States,N,1.9,20.9,0
54720,INS,USA,2012,,2,,2012,N/A,Model-300,AC,Light helicopter,L,2,X,2012,Indonesia,United States,N,0.2,0.4,0.4
58129,INS,USA,2012,X,3,X,0,N/A,T-700,EN,Turboshaft,L,,,,Indonesia,United States,N,0.9,2.7,0
4035,INS,USA,1996,,12,X,2007,N/A,TPE-331,EN,Turboprop,L,12,X,2005-2007,Indonesia,United States,N,0.6,7.2,7.2
59219,INS,USA,2015,,2,,0,N/A,TPE-331,EN,Turboprop,L,,,,Indonesia,United States,N,0.6,1.2,0
38450,IRE,USA,2006,,2,,2008,N/A,APS-143(V),GR,MP aircraft radar,L,2,,2007-2008,Ireland,United States,N,2.5,5,5
32639,IRE,USA,2002,,36,X,2006,N/A,FGM-148 Javelin,MI,Anti-tank missile,L,36,X,2006,Ireland,United States,N,0.02,0.72,0.72
38425,IRQ,USA,2004,,44,,2006,N/A,6V-53,EN,Diesel engine,L,44,,2006,Iraq,United States,N,0.04,1.76,1.76
55880,IRQ,USA,2012,,20,X,2015,N/A,AAQ-33 Sniper,GR,Aircraft EO system,L,20,X,2015,Iraq,United States,N,1,20,20
50211,IRQ,USA,2008,,20,X,2009,N/A,AGM-114A HELLFIRE,MI,Anti-tank missile,L,20,X,2009,Iraq,United States,N,0.04,0.8,0.8
57706,IRQ,USA,2014,,5000,X,0,N/A,AGM-114K HELLFIRE,MI,Anti-tank missile,L,1000,X,2015,Iraq,United States,N,0.05,250,50
50359,IRQ,USA,2008,,200,X,2013,N/A,AGM-114L HELLFIRE,MI,Anti-tank missile,L,200,X,2012-2013,Iraq,United States,N,0.07,14,14
56943,IRQ,USA,2013,X,175,X,2014,N/A,AGM-114L HELLFIRE,MI,Anti-tank missile,L,175,,2013-2014,Iraq,United States,N,0.07,12.25,12.25
58114,IRQ,USA,2014,,1500,,2014,AID,AGM-114L HELLFIRE,MI,Anti-tank missile,L,1500,,2014,Iraq,United States,N,0.07,105,105
59047,IRQ,USA,2011,,50,X,2015,N/A,AGM-65 Maverick,MI,ASM,L,50,X,2015,Iraq,United States,N,0.15,7.5,7.5
59056,IRQ,USA,2013,X,50,X,0,N/A,AGM-65 Maverick,MI,ASM,L,,,,Iraq,United States,N,0.15,7.5,0
59049,IRQ,USA,2011,X,150,X,2015,N/A,AIM-7M Sparrow,MI,BVRAAM,L,150,X,2015,Iraq,United States,N,0.18,27,27
59054,IRQ,USA,2013,X,150,X,0,N/A,AIM-7M Sparrow,MI,BVRAAM,L,,,,Iraq,United States,N,0.18,27,0
59048,IRQ,USA,2011,,100,,2015,N/A,AIM-9L/M Sidewinder,MI,SRAAM,L,100,X,2015,Iraq,United States,N,0.11,11,11
59053,IRQ,USA,2013,X,100,,0,N/A,AIM-9L/M Sidewinder,MI,SRAAM,L,,,,Iraq,United States,N,0.11,11,0
51841,IRQ,USA,2010,,2,,2012,N/A,AMP-137,SH,OPV,L,2,,2012,Iraq,United States,N,21,42,42
54584,IRQ,USA,2012,,4,,2015,N/A,APG-68,GR,Combat ac radar,L,4,X,2015,Iraq,United States,N,2,8,8
50361,IRQ,USA,2008,,122,X,2009,N/A,ASV-150/M-1117,AV,APC,L,122,X,2008-2009,Iraq,United States,N,0.3,36.6,36.6
51962,IRQ,USA,2010,,80,,2013,N/A,ASV-150/M-1117,AV,APC,L,80,X,2011-2013,Iraq,United States,N,0.3,24,24
53525,IRQ,USA,2012,X,8,,2014,AID,Avenger,AD,Mobile AD system,L,8,X,2013-2014,Iraq,United States,N,0.63,5.04,5.04
37940,IRQ,USA,2005,,16,,2007,MOD,Bell-205/UH-1 Huey-2,AC,Helicopter,L,16,X,2007,Iraq,United States,N,3.1,49.6,49.6
50164,IRQ,USA,2007,,20,,2009,AID,Bell-206/OH-58,AC,Light helicopter,L,20,,2008-2009,Iraq,United States,S,0.28,5.6,5.6
50358,IRQ,USA,2009,,24,,2013,N/A,Bell-407,AC,Light helicopter,L,24,,2012-2013,Iraq,United States,N,1.1,26.4,26.4
51445,IRQ,USA,2009,,3,,2010,N/A,Bell-407,AC,Light helicopter,L,3,,2010,Iraq,United States,N,1.1,3.3,3.3
51498,IRQ,USA,2014,X,16,,2015,N/A,Bell-407,AC,Light helicopter,L,16,,2015,Iraq,United States,N,1.1,17.6,17.6
54623,IRQ,USA,2010,X,3,,2011,N/A,Bell-407,AC,Light helicopter,L,3,X,2011,Iraq,United States,N,1.1,3.3,3.3
50070,IRQ,USA,2009,,6,,2013,N/A,C-130J-30 Hercules,AC,Transport aircraft,L,6,,2012-2013,Iraq,United States,N,37.5,225,225
58154,IRQ,USA,2014,,17,,2015,N/A,Caiman,AV,APC,,17,X,2014-2015,Iraq,United States,S,0.1,1.7,1.7
58218,IRQ,USA,2014,,250,,2015,AID,Caiman,AV,APC,,250,X,2014-2015,Iraq,United States,S,0.1,25,25
39876,IRQ,USA,2007,,12,,2009,N/A,Cessna-172/T-41,AC,Trainer/light ac,L,12,,2007-2009,Iraq,United States,N,0.14,1.68,1.68
39642,IRQ,USA,2005,X,11,X,2009,N/A,Cessna-208 Caravan,AC,Light transport ac,L,11,X,2007-2009,Iraq,United States,N,0.9,9.9,9.9
39162,IRQ,USA,2006,,378,,2007,N/A,Cougar,AV,APC,L,378,X,2006-2007,Iraq,United States,N,0.25,94.5,94.5
39163,IRQ,USA,2006,,20,,2007,N/A,Cougar,AV,APC,L,20,X,2007,Iraq,United States,N,0.25,5,5
40126,IRQ,USA,2007,,27,,2008,N/A,Cougar,AV,APC,L,27,X,2008,Iraq,United States,N,0.25,6.75,6.75
50029,IRQ,USA,2009,,109,,2010,N/A,Cougar,AV,APC,L,109,,2010,Iraq,United States,N,0.25,27.25,27.25
54057,IRQ,USA,2011,,9,,2012,N/A,Cougar,AV,APC,L,9,X,2012,Iraq,United States,N,0.25,2.25,2.25
59576,IRQ,USA,2015,,29,X,2015,N/A,Cougar,AV,APC,L,29,X,2015,Iraq,United States,S,0.1,2.9,2.9
55112,IRQ,USA,2012,,4,,0,N/A,DB-110,GR,Aircraft recce system,L,2,X,2015,Iraq,United States,N,4,16,8
50515,IRQ,USA,2011,,18,,2015,N/A,F-16C Block-50/52,AC,FGA aircraft,L,18,X,2014-2015,Iraq,United States,N,31,558,558
55459,IRQ,USA,2013,,18,,0,N/A,F-16C Block-50/52,AC,FGA aircraft,L,,,,Iraq,United States,N,31,558,0
55445,IRQ,USA,2013,X,24,X,0,N/A,F404,EN,Turbofan,L,,,,Iraq,United States,N,2.2,52.8,0
56905,IRQ,USA,2013,,24,X,0,N/A,F404,EN,Turbofan,L,,,,Iraq,United States,N,2.2,52.8,0
55177,IRQ,USA,2012,,200,X,2014,N/A,FIM-92 Stinger,MI,Portable SAM,L,200,X,2013-2014,Iraq,United States,N,0.08,16,16
39329,IRQ,USA,2005,,8500,X,2009,N/A,HMMWV Up-Armoured,AV,APV,L,8500,X,2006-2009,Iraq,United States,S,0.056,476,476
50355,IRQ,USA,2008,X,64,,2010,N/A,HMMWV Up-Armoured,AV,APV,L,64,X,2010,Iraq,United States,N,0.14,8.96,8.96
58222,IRQ,USA,2014,,1000,X,0,N/A,HMMWV Up-Armoured,AV,APV,L,310,X,2015,Iraq,United States,N,0.14,140,43.4
58862,IRQ,USA,2014,,1572,X,0,N/A,HMMWV Up-Armoured,AV,APV,L,50,X,2015,Iraq,United States,S,0.056,88.032,2.8
50360,IRQ,USA,2008,,565,X,2012,N/A,K-6 120mm,AR,Mortar,L,565,X,2009-2012,Iraq,United States,N,0.05,28.25,28.25
39160,IRQ,USA,2007,,1,,2007,N/A,King Air,AC,Light transport ac,L,1,,2007,Iraq,United States,N,2.75,2.75,2.75
50579,IRQ,USA,2008,,1,,2010,N/A,King Air,AC,Light transport ac,L,1,X,2010,Iraq,United States,N,2.75,2.75,2.75
39159,IRQ,USA,2007,,5,,2008,N/A,King Air-350 ISR,AC,AGS aircraft,L,5,X,2008,Iraq,United States,N,11,55,55
50578,IRQ,USA,2008,,5,,2011,N/A,King Air-350 ISR,AC,AGS aircraft,L,5,X,2010-2011,Iraq,United States,N,11,55,55
55178,IRQ,USA,2014,,1,,0,N/A,King Air-350 ISR,AC,AGS aircraft,L,,,,Iraq,United States,N,11,11,0
52100,IRQ,USA,2010,,44,,2011,N/A,M-109A5 155mm,AR,Self-propelled gun,L,44,X,2011,Iraq,United States,S,0.5,22,22
39328,IRQ,USA,2006,X,50,X,2007,AID,M-113,AV,APC,L,50,X,2006-2007,Iraq,United States,S,0.1,5,5
50356,IRQ,USA,2008,X,20,,2010,N/A,M-113,AV,APC,L,20,X,2010,Iraq,United States,S,0.1,2,2
52102,IRQ,USA,2010,,834,X,2013,AID,M-113,AV,APC,L,834,X,2011-2013,Iraq,United States,R,0.165,137.61,137.61
52101,IRQ,USA,2010,,120,,2013,AID,M-198 155mm,AR,Towed gun,L,120,X,2011-2013,Iraq,United States,S,0.34,40.8,40.8
50354,IRQ,USA,2008,X,140,,2012,N/A,M-1A1 Abrams,AV,Tank,L,140,X,2010-2012,Iraq,United States,N,4,560,560
58220,IRQ,USA,2014,,6,,2015,N/A,M-1A1 Abrams,AV,Tank,L,6,,2015,Iraq,United States,S,1.6,9.6,9.6
52167,IRQ,USA,2010,,21,,2011,AID,M-88,AV,ARV,L,21,X,2011,Iraq,United States,R,0.99,20.79,20.79
50357,IRQ,USA,2008,X,8,,2010,N/A,M-88A2 HERCULES,AV,ARV,L,8,,2010,Iraq,United States,N,2,16,16
55544,IRQ,USA,2012,,8,,2014,N/A,M-88A2 HERCULES,AV,ARV,L,8,X,2014,Iraq,United States,N,2,16,16
58221,IRQ,USA,2014,,8,,2015,N/A,M-88A2 HERCULES,AV,ARV,L,8,,2015,Iraq,United States,S,0.8,6.4,6.4
59575,IRQ,USA,2015,,50,,2015,N/A,MaxxPro,AV,APC,L,50,X,2015,Iraq,United States,S,0.128,6.4,6.4
56946,IRQ,USA,2013,X,13,X,2014,N/A,MPQ-64 Sentinel,GR,Air search radar,L,13,X,2013-2014,Iraq,United States,N,5,65,65
54898,IRQ,USA,2011,X,300,X,2015,N/A,Paveway,MI,Guided bomb,L,300,X,2015,Iraq,United States,N,0.02,6,6
59055,IRQ,USA,2013,X,300,X,0,N/A,Paveway,MI,Guided bomb,L,,,,Iraq,United States,N,0.02,6,0
50733,IRQ,USA,2009,,15,,2010,N/A,PC-9,AC,Trainer aircraft,L,15,,2009-2010,Iraq,United States,N,1.4,21,21
56944,IRQ,USA,2013,,10,X,2014,N/A,ScanEagle,AC,UAV,L,10,X,2014,Iraq,United States,N,0.04,0.4,0.4
50734,IRQ,USA,2009,,9,,2012,N/A,Swiftships-35,SH,Patrol craft,L,9,,2010-2012,Iraq,United States,N,5.5,49.5,49.5
52478,IRQ,USA,2011,,3,,2013,N/A,Swiftships-35,SH,Patrol craft,L,3,X,2013,Iraq,United States,N,5.5,16.5,16.5
39161,IRQ,USA,2006,X,1,,2009,N/A,TPS-77,GR,Air search radar,L,1,,2009,Iraq,United States,N,11,11,11
53320,IRQ,USA,2011,,1,,2013,N/A,TPS-77,GR,Air search radar,L,1,X,2013,Iraq,United States,N,11,11,11
55705,ISR,USA,2010,,100,X,2012,N/A,8V-92TA,EN,Diesel engine,L,100,X,2011-2012,Israel,United States,N,0.16,16,16
58729,ISR,USA,2015,,100,,0,N/A,8V-92TA,EN,Diesel engine,L,,,,Israel,United States,N,0.16,16,0
58163,ISR,USA,2014,,70,,0,SOUR,AAQ-14 LANTIRN,GR,Aircraft EO system,L,,,,Israel,United States,S,0.8,56,0
35661,ISR,USA,2004,X,200,X,2006,N/A,AGM-114K HELLFIRE,MI,Anti-tank missile,L,200,X,2006,Israel,United States,N,0.05,10,10
30975,ISR,USA,2000,X,480,X,2006,N/A,AGM-114L HELLFIRE,MI,Anti-tank missile,L,480,X,2005-2006,Israel,United States,N,0.07,33.6,33.6
40181,ISR,USA,2005,X,42,X,2006,N/A,AH-1F Cobra,AC,Combat helicopter,L,42,X,2006,Israel,United States,S,3,126,126
30325,ISR,USA,2001,,12,X,2006,AID,AH-64D Apache,AC,Combat helicopter,L,12,X,2005-2006,Israel,United States,N,15.5,186,186
34480,ISR,USA,2004,,6,,2006,N/A,AH-64D Apache,AC,Combat helicopter,L,6,X,2006,Israel,United States,N,15.5,93,93
51001,ISR,USA,2011,,3,,2012,N/A,AH-64D Apache,AC,Combat helicopter,L,3,,2012,Israel,United States,N,15.5,46.5,46.5
57709,ISR,USA,2015,,600,X,0,N/A,AIM-9X Sidewinder,MI,SRAAM,L,,,,Israel,United States,N,0.18,108,0
52518,ISR,USA,2004,,6,,2006,N/A,APG-78 Longbow,GR,Combat heli radar,L,6,X,2006,Israel,United States,N,3,18,18
53028,ISR,USA,2010,,1,,2011,N/A,Boeing-707,AC,Transport aircraft,L,1,X,2011,Israel,United States,S,17.8,17.8,17.8
30324,ISR,USA,2010,,3,,2015,N/A,C-130J Hercules,AC,Transport aircraft,L,3,,2013-2015,Israel,United States,N,35,105,105
55486,ISR,USA,2013,,3,,0,N/A,C-130J Hercules,AC,Transport aircraft,L,,,,Israel,United States,N,35,105,0
54617,ISR,USA,2012,,60,,0,N/A,F-124,EN,Turbofan,L,44,X,2014-2015,Israel,United States,N,1.25,75,55
27228,ISR,USA,1999,,50,,2006,LIC,F-16I,AC,FGA aircraft,L,50,,2004-2006,Israel,United States,N,37.5,1875,1875
31260,ISR,USA,2001,,52,,2009,LIC,F-16I,AC,FGA aircraft,L,52,X,2006-2009,Israel,United States,N,37.5,1950,1950
31749,ISR,USA,2010,,19,,0,LIC,F-35A JSF,AC,FGA aircraft,L,,,,Israel,United States,N,55,1045,0
52732,ISR,USA,2015,X,14,,0,LIC,F-35A JSF,AC,FGA aircraft,L,,,,Israel,United States,N,55,770,0
58111,ISR,USA,2014,X,17,,0,LIC,F-35A JSF,AC,FGA aircraft,L,,,,Israel,United States,N,55,935,0
30322,ISR,USA,2003,,2,X,2007,N/A,G-550 AEW,AC,AEW&C aircraft,L,2,,2007,Israel,United States,N,55,110,110
39821,ISR,USA,2007,,50,X,2009,N/A,GBU-28,MI,Guided bomb,L,50,X,2009,Israel,United States,N,0.1,5,5
39822,ISR,USA,2005,,100,,2006,N/A,GBU-28,MI,Guided bomb,L,100,X,2006,Israel,United States,N,0.1,10,10
50546,ISR,USA,2008,,1000,,2012,N/A,GBU-39 SDB,MI,Guided bomb,L,1000,X,2010-2012,Israel,United States,N,0.02,20,20
58816,ISR,USA,2012,,3450,X,0,N/A,GBU-39 SDB,MI,Guided bomb,L,1000,X,2015,Israel,United States,N,0.02,69,20
31752,ISR,USA,2001,,3,,2007,N/A,Gulfstream-5,AC,Light transport ac,L,3,,2005-2007,Israel,United States,N,28,84,84
51403,ISR,USA,2010,,150,,2010,N/A,JDAM,MI,Guided bomb,L,150,X,2010,Israel,United States,N,0.02,3,3
51404,ISR,USA,2007,,2350,X,2008,N/A,JDAM,MI,Guided bomb,L,2350,X,2007-2008,Israel,United States,N,0.02,47,47
51970,ISR,USA,2013,,2701,X,2015,N/A,JDAM,MI,Guided bomb,L,2701,X,2014-2015,Israel,United States,N,0.02,54.02,54.02
54638,ISR,USA,2009,,3450,X,2012,N/A,JDAM,MI,Guided bomb,L,3450,X,2010-2012,Israel,United States,N,0.02,69,69
58814,ISR,USA,2014,,3000,,0,N/A,JDAM,MI,Guided bomb,L,1500,X,2015,Israel,United States,N,0.02,60,30
58821,ISR,USA,2012,,1500,,2013,N/A,JDAM,MI,Guided bomb,L,1500,X,2013,Israel,United States,N,0.02,30,30
51474,ISR,USA,2006,X,50,X,2009,N/A,M-106A3,AR,Self-propelled mortar,L,50,X,2007-2009,Israel,United States,S,0.12,6,6
55900,ISR,USA,2011,,160,,2012,N/A,M-106A3,AR,Self-propelled mortar,L,160,,2012,Israel,United States,S,0.12,19.2,19.2
58097,ISR,USA,2012,,300,X,2015,AID,M-113,AV,APC,L,300,X,2013-2015,Israel,United States,S,0.1,30,30
57888,ISR,USA,2014,,150,,0,N/A,M-270 chassis,AV,Gun chassis,,,,,Israel,United States,S,0,0,0
52586,ISR,USA,2011,,386,X,0,LIC,Namer,AV,APC/IFV,L,37,X,2014-2015,Israel,United States,N,1.5,579,55.5
36132,ISR,USA,2004,,500,,2006,N/A,Paveway,MI,Guided bomb,L,500,X,2005-2006,Israel,United States,N,0.02,10,10
34589,ISR,USA,2008,,20,X,2010,N/A,PC-9,AC,Trainer aircraft,L,20,X,2009-2010,Israel,United States,N,1.4,28,28
54014,ISR,USA,2011,X,1,,2012,N/A,PC-9,AC,Trainer aircraft,L,1,,2012,Israel,United States,N,1.4,1.4,1.4
31077,ITA,USA,2002,,24,,2008,N/A,AE-2100,EN,Turboprop,L,24,X,2006-2008,Italy,United States,N,1.5,36,36
55126,ITA,USA,2015,X,50,X,0,N/A,AGM-114L HELLFIRE,MI,Anti-tank missile,L,,,,Italy,United States,N,0.07,3.5,0
37077,ITA,USA,2009,,232,X,0,LIC,AGM-88E AARGM,MI,ARM,L,,,,Italy,United States,N,0.6,139.2,0
54283,ITA,USA,2011,,3,,2012,N/A,APY-8 Lynx,GR,AGS radar,L,3,X,2012,Italy,United States,N,2.5,7.5,7.5
3888,ITA,USA,1980,,34,X,2007,LIC,Bell-412,AC,Helicopter,L,34,X,1983-2007,Italy,United States,N,5,170,170
50204,ITA,USA,2009,,16,,0,LIC,CH-47F Chinook,AC,Transport helicopter,L,8,X,2014-2015,Italy,United States,N,20,320,160
50007,ITA,USA,2008,,10,,2008,N/A,Cougar,AV,APC,L,10,,2008,Italy,United States,N,0.25,2.5,2.5
51002,ITA,USA,2009,,30,X,0,N/A,F-124,EN,Turbofan,L,12,X,2011-2015,Italy,United States,N,1.25,37.5,15
31755,ITA,USA,2006,X,60,X,0,LIC,F-35A JSF,AC,FGA aircraft,L,1,,2015,Italy,United States,N,55,3300,55
54492,ITA,USA,2006,X,30,X,0,LIC,F-35B JSF,AC,FGA aircraft,L,,,,Italy,United States,N,60,1800,0
54651,ITA,USA,2012,,2,,0,LIC,G-550 AEW,AC,AEW&C aircraft,L,,,,Italy,United States,N,55,110,0
51707,ITA,USA,2010,,500,,0,N/A,GBU-39 SDB,MI,Guided bomb,L,250,X,2015,Italy,United States,N,0.02,10,5
36203,ITA,USA,2012,,864,X,0,LIC,GMLRS,MI,Guided rocket,L,450,X,2013-2015,Italy,United States,N,0.08,69.12,36
55107,ITA,USA,2012,,1,,2012,LEAS,Gulfstream-3 AML,AC,Recce/SIGINT ac,L,1,,2012,Italy,United States,N,50,50,50
36378,ITA,USA,2003,,46,,0,N/A,HELRAS,GR,ASW sonar,L,19,X,2011-2015,Italy,United States,N,1.9,87.4,36.1
59506,ITA,USA,2015,X,50,X,0,N/A,JDAM,MI,Guided bomb,L,,,,Italy,United States,N,0.02,1,0
31756,ITA,USA,2002,,4,,2012,LIC,KC-767 GTTA,AC,Tanker/transport ac,L,4,,2011-2012,Italy,United States,N,75,300,300
35045,ITA,USA,2000,X,18,X,0,LIC,LM-2500,EN,Gas turbine,L,13,X,2007-2015,Italy,United States,N,7,126,91
36677,ITA,USA,2008,X,2,,2010,N/A,MQ-9 Reaper,AC,UAV/UCAV,L,2,,2010,Italy,United States,N,7.5,15,15
50365,ITA,USA,2009,,2,,2010,N/A,MQ-9 Reaper,AC,UAV/UCAV,L,2,,2010,Italy,United States,N,7.5,15,15
51441,ITA,USA,2011,,2,,2012,N/A,MQ-9 Reaper,AC,UAV/UCAV,L,2,,2012,Italy,United States,N,7.5,15,15
52576,ITA,USA,2005,X,500,X,2007,N/A,Paveway,MI,Guided bomb,L,500,X,2006-2007,Italy,United States,N,0.02,10,10
55127,ITA,USA,2015,X,50,X,0,N/A,Paveway,MI,Guided bomb,L,,,,Italy,United States,N,0.02,1,0
57278,ITA,USA,2012,X,250,X,2015,N/A,Paveway,MI,Guided bomb,L,250,X,2014-2015,Italy,United States,N,0.02,5,5
59442,ITA,USA,2014,X,2,X,2015,N/A,RQ-1 Predator,AC,UAV,L,2,X,2015,Italy,United States,N,2,4,4
33323,ITA,USA,2010,,16,,2015,N/A,RQ-7 Shadow-200,AC,UAV,L,16,X,2015,Italy,United States,N,0.1,1.6,1.6
54161,ITA,USA,2011,X,10,X,2013,N/A,ScanEagle,AC,UAV,L,10,X,2013,Italy,United States,N,0.04,0.4,0.4
36046,ITA,USA,2003,X,92,X,0,LIC,T-700,EN,Turboshaft,L,38,X,2011-2015,Italy,United States,N,0.9,82.8,34.2
33501,ITA,USA,2002,,2,,2006,N/A,TPS-77,GR,Air search radar,L,2,X,2005-2006,Italy,United States,N,11,22,22
53999,JAM,USA,2008,X,1,,2008,N/A,Bell-206/OH-58,AC,Light helicopter,L,1,,2008,Jamaica,United States,N,0.7,0.7,0.7
54000,JAM,USA,2010,X,1,,2010,N/A,Bell-206/OH-58,AC,Light helicopter,L,1,,2010,Jamaica,United States,N,0.7,0.7,0.7
